residuals,distances
1.0999999999997954,16.0
-1.949999999999818,6.2999999999999545
-7.200000000000159,3.3999999999999773
-4.149999999999977,8.399999999999977
-6.589999999999975,1.6999999999999886
-11.020000000000039,4.399999999999977
-2.2700000000000387,0.6000000000000227
-2.1600000000001387,19.0
-0.04285714285731501,3.2999999999999545
0.1285714285712629,5.2999999999999545
0.08571428571445949,15.0
-0.12999999999988177,9.300000000000011
-0.09000000000014552,10.199999999999989
0.21000000000009322,12.199999999999989
0.16999999999984539,7.899999999999977
0.04285714285714448,4.5
-0.12857142857131976,3.7000000000000455
-0.08571428571440265,17.399999999999977
-0.08000000000004093,1.1000000000000227
-0.23999999999995225,19.200000000000045
-0.2399999999998954,1.7000000000000455
-0.08000000000009777,18.600000000000023
-0.24000000000023647,19.100000000000023
-0.2699999999998681,2.2999999999999545
0.1799999999998363,17.700000000000045
0.21000000000015007,4.600000000000023
-0.9400000000000546,6.699999999999989
-1.3699999999999477,12.699999999999989
0.07999999999998408,6.300000000000011
0.5099999999999909,16.0
-1.1600000000000819,10.899999999999977
-1.9799999999999045,8.199999999999989
-0.4800000000001319,9.100000000000023
0.3400000000001455,12.949999999999989
0.1199999999999477,6.399999999999977
0.160000000000025,15.699999999999989
-0.03999999999996362,4.600000000000023
-0.07999999999998408,17.100000000000023
-0.8100000000001728,6.7000000000000455
-1.0299999999997453,13.100000000000023
0.3699999999997772,6.600000000000023
0.5900000000001455,16.0
0.3100000000000591,18.699999999999932
0.67999999999995,1.6000000000000227
-0.43000000000006366,19.800000000000068
-0.059999999999831743,2.3999999999999773
-0.2900000000000773,5.100000000000023
-0.5199999999998681,16.0
-0.17000000000018645,3.3999999999999773
0.06000000000005912,18.399999999999977
-0.2400000000000091,3.0
-0.4700000000000273,16.30000000000001
-0.2199999999999136,5.0
0.009999999999877218,14.800000000000011
0.08571428571440265,1.7000000000000455
0.2571428571427532,0.5
0.1714285714286916,20.0
-10.459999999999809,2.8000000000000114
-2.5300000000001432,2.1000000000000227
-0.37999999999988177,19.100000000000023
-0.5899999999999181,1.0
